customer_id,month,txn_count,txn_amount,login_count,support_contacts,utilization_ratio,churn_start_month,final_decay,churned_flag
769911858,11,2,181.95,7,3,0.721,,,0
769911858,12,3,125.11,8,0,0.705,,,0
709106358,1,2,91.99,18,0,0.0,,,0
709106358,2,0,60.01,13,0,0.0,,,0
709106358,3,0,86.06,11,1,0.0,,,0
709106358,4,1,92.17,13,0,0.0,,,0
709106358,5,7,146.66,10,4,0.0,,,0
709106358,6,2,81.1,11,0,0.0,,,0
709106358,7,3,62.87,15,0,0.0,,,0
709106358,8,2,66.68,7,0,0.0,,,0
709106358,9,5,57.24,13,0,0.0,,,0
709106358,10,2,87.98,12,0,0.0,,,0
709106358,11,3,101.3,13,3,0.0,,,0
709106358,12,3,85.19,11,0,0.0,,,0
713061558,1,0,98.46,3,0,0.26,,,0
713061558,2,2,68.58,1,4,0.332,,,0
713061558,3,0,69.17,3,0,0.299,,,0
713061558,4,1,94.87,4,0,0.303,,,0
713061558,5,0,49.64,4,0,0.333,,,0
713061558,6,2,59.68,8,1,0.376,,,0
713061558,7,7,178.5,2,0,0.363,,,0
713061558,8,0,76.56,6,0,0.437,,,0
713061558,9,0,104.59,6,2,0.335,,,0
713061558,10,2,99.42,9,0,0.351,,,0
713061558,11,6,112.91,4,1,0.285,,,0
713061558,12,3,113.85,5,0,0.326,,,0
810347208,1,2,115.2,8,0,0.069,,,0
810347208,2,3,61.5,8,0,0.056,,,0
810347208,3,2,141.08,12,0,0.068,,,0
810347208,4,1,140.27,8,0,0.066,,,0
810347208,5,4,133.33,10,0,0.064,,,0
810347208,6,6,95.93,17,0,0.073,,,0
810347208,7,2,90.86,11,0,0.076,,,0
810347208,8,1,116.33,14,0,0.065,,,0
810347208,9,2,159.52,11,0,0.075,,,0
810347208,10,4,67.96,15,0,0.06,,,0
810347208,11,3,140.96,13,0,0.064,,,0
810347208,12,1,135.34,12,0,0.062,,,0
818906208,1,4,110.93,14,0,0.046,,,0
818906208,2,1,135.8,11,0,0.053,,,0
818906208,3,2,90.91,12,0,0.051,,,0
818906208,4,0,109.44,7,0,0.041,,,0
818906208,5,3,113.68,8,1,0.047,,,0
818906208,6,2,114.49,12,0,0.044,,,0
818906208,7,4,157.68,14,0,0.049,,,0
818906208,8,2,86.54,8,0,0.054,,,0
818906208,9,3,114.77,6,1,0.045,,,0
818906208,10,2,186.08,8,3,0.042,,,0
818906208,11,2,171.42,18,1,0.042,,,0
818906208,12,5,168.3,11,0,0.05,,,0
710930508,1,2,96.01,7,0,0.092,,,0
710930508,2,0,61.72,6,0,0.099,,,0
710930508,3,0,88.99,2,0,0.139,,,0
710930508,4,3,104.58,15,0,0.102,,,0
710930508,5,2,122.87,7,2,0.086,,,0
710930508,6,4,121.87,10,0,0.122,,,0
710930508,7,0,112.22,7,0,0.125,,,0
710930508,8,0,95.2,6,0,0.11,,,0
710930508,9,1,74.91,8,0,0.147,,,0
710930508,10,4,137.87,3,0,0.135,,,0
710930508,11,2,94.22,6,1,0.121,,,0
710930508,12,5,143.2,8,0,0.105,,,0
719661558,1,4,92.5,11,0,0.099,,,0
719661558,2,0,100.55,12,0,0.143,,,0
719661558,3,2,101.39,13,0,0.151,,,0
719661558,4,0,107.96,13,0,0.167,,,0
719661558,5,3,173.59,7,1,0.149,,,0
719661558,6,4,183.59,9,0,0.133,,,0
719661558,7,3,137.64,10,1,0.157,,,0
719661558,8,1,130.41,7,0,0.131,,,0
719661558,9,3,115.96,11,1,0.13,,,0
719661558,10,1,134.59,10,2,0.117,,,0
719661558,11,5,161.17,15,2,0.14,,,0
719661558,12,5,109.21,9,0,0.154,,,0
708790833,1,6,135.13,12,0,0.21,,,0
708790833,2,8,193.77,13,0,0.213,,,0
708790833,3,3,138.4,9,0,0.208,,,0
708790833,4,2,111.37,18,0,0.22,,,0
708790833,5,5,127.44,14,0,0.217,,,0
708790833,6,5,146.75,9,0,0.189,,,0
708790833,7,3,124.18,10,0,0.211,,,0
708790833,8,5,116.1,5,0,0.226,,,0
708790833,9,2,97.24,10,0,0.203,,,0
708790833,10,6,145.16,5,0,0.21,,,0
708790833,11,4,131.03,16,3,0.219,,,0
708790833,12,5,153.68,11,1,0.211,,,0
710821833,1,4,109.32,5,0,0.176,,,0
710821833,2,2,71.25,12,1,0.167,,,0
710821833,3,5,96.01,12,0,0.181,,,0
710821833,4,2,207.52,13,1,0.164,,,0
710821833,5,1,81.0,6,0,0.146,,,0
710821833,6,6,177.62,11,0,0.19,,,0
710821833,7,2,103.68,4,0,0.169,,,0
710821833,8,1,99.32,5,2,0.164,,,0
710821833,9,2,121.21,9,0,0.157,,,0
710821833,10,3,87.41,9,1,0.159,,,0
710821833,11,3,102.53,8,0,0.216,,,0
710821833,12,2,182.37,7,0,0.134,,,0
710599683,1,1,86.92,7,2,0.0,,,0
710599683,2,2,55.16,3,1,0.0,,,0
710599683,3,2,125.8,5,0,0.0,,,0
710599683,4,3,165.14,12,0,0.0,,,0
710599683,5,3,93.4,14,0,0.0,,,0
710599683,6,0,111.02,3,0,0.0,,,0
710599683,7,0,155.68,6,0,0.0,,,0
710599683,8,2,159.46,10,0,0.0,,,0
710599683,9,0,143.23,10,0,0.0,,,0
710599683,10,2,229.52,3,2,0.0,,,0
710599683,11,3,199.69,9,1,0.0,,,0
710599683,12,1,154.04,8,2,0.0,,,0
816082233,1,4,153.98,12,0,0.214,,,0
816082233,2,5,89.14,12,0,0.161,,,0
816082233,3,3,184.65,9,0,0.225,,,0
816082233,4,5,141.24,14,0,0.194,,,0
816082233,5,6,120.75,16,0,0.209,,,0
816082233,6,5,168.81,12,1,0.2,,,0
816082233,7,4,121.19,5,1,0.2,,,0
816082233,8,4,147.01,11,0,0.188,,,0
816082233,9,7,296.32,4,0,0.155,,,0
816082233,10,4,153.31,3,0,0.203,,,0
816082233,11,3,146.46,12,0,0.23,,,0
816082233,12,6,177.95,10,0,0.228,,,0
712396908,1,1,103.18,4,0,0.226,,,0
712396908,2,3,94.52,6,0,0.342,,,0
712396908,3,2,84.86,5,0,0.266,,,0
712396908,4,2,134.99,6,0,0.242,,,0
712396908,5,2,135.11,8,0,0.213,,,0
712396908,6,4,135.35,7,1,0.287,,,0
712396908,7,3,72.41,9,0,0.304,,,0
712396908,8,5,124.87,8,0,0.307,,,0
712396908,9,0,117.14,9,0,0.304,,,0
712396908,10,3,111.34,6,0,0.264,,,0
712396908,11,2,113.29,6,2,0.312,,,0
712396908,12,2,196.51,10,0,0.259,,,0
714885258,1,1,106.38,16,0,0.244,,,0
714885258,2,2,63.67,8,0,0.205,,,0
714885258,3,2,117.36,8,0,0.264,,,0
714885258,4,1,113.3,12,0,0.221,,,0
714885258,5,6,114.4,8,1,0.211,,,0
714885258,6,3,251.57,7,0,0.257,,,0
714885258,7,1,117.43,14,0,0.243,,,0
714885258,8,2,140.18,14,0,0.169,,,0
714885258,9,1,110.98,13,0,0.247,,,0
714885258,10,2,123.25,8,2,0.169,,,0
714885258,11,2,134.54,12,0,0.273,,,0
714885258,12,4,146.59,9,0,0.229,,,0
709967358,1,1,109.64,13,0,0.071,,,0
709967358,2,1,75.21,9,0,0.054,,,0
709967358,3,1,103.84,7,2,0.082,,,0
709967358,4,3,118.7,8,1,0.089,,,0
709967358,5,2,103.09,10,2,0.095,,,0
709967358,6,2,236.38,11,0,0.069,,,0
709967358,7,1,96.63,7,0,0.07,,,0
709967358,8,3,114.77,13,0,0.076,,,0
709967358,9,2,62.36,8,0,0.064,,,0
709967358,10,2,222.4,13,0,0.065,,,0
709967358,11,2,137.84,12,2,0.086,,,0
709967358,12,3,146.57,7,0,0.076,,,0
753327333,1,3,53.71,10,0,0.093,,,0
753327333,2,1,52.84,9,1,0.091,,,0
753327333,3,1,74.85,17,0,0.083,,,0
753327333,4,0,54.55,11,0,0.089,,,0
753327333,5,3,83.54,6,0,0.091,,,0
753327333,6,1,81.46,11,0,0.089,,,0
753327333,7,1,98.8,14,0,0.118,,,0
753327333,8,3,85.9,11,0,0.093,,,0
753327333,9,2,105.0,13,0,0.104,,,0
753327333,10,5,217.46,10,0,0.079,,,0
753327333,11,3,61.9,9,0,0.09,,,0
753327333,12,3,153.68,17,1,0.106,,,0
806160108,1,1,131.71,11,1,0.869,,,0
806160108,2,2,88.09,17,3,0.664,,,0
806160108,3,3,89.07,19,0,0.665,,,0
806160108,4,1,100.36,12,0,0.768,,,0
806160108,5,0,132.89,5,0,0.824,,,0
806160108,6,2,113.26,15,2,0.713,,,0
806160108,7,5,111.27,10,0,0.724,,,0
806160108,8,2,87.63,15,0,0.79,,,0
806160108,9,0,146.51,12,1,0.888,,,0
806160108,10,0,148.86,7,0,0.673,,,0
806160108,11,4,194.15,8,0,0.92,,,0
806160108,12,2,171.94,11,0,0.873,,,0
709327383,1,1,123.87,9,0,0.087,,,0
709327383,2,0,66.56,16,1,0.086,,,0
709327383,3,1,69.34,19,0,0.095,,,0
709327383,4,5,83.26,20,0,0.086,,,0
709327383,5,1,129.14,15,2,0.082,,,0
709327383,6,0,102.9,8,3,0.101,,,0
709327383,7,0,55.16,13,3,0.092,,,0
709327383,8,0,92.34,18,0,0.075,,,0
709327383,9,2,93.85,20,0,0.081,,,0
709327383,10,0,114.08,14,0,0.073,,,0
709327383,11,2,132.19,11,0,0.076,,,0
709327383,12,3,156.82,19,0,0.073,,,0
806165208,1,2,124.0,8,3,0.103,,,0
806165208,2,4,165.52,13,0,0.085,,,0
806165208,3,1,109.8,9,1,0.076,,,0
806165208,4,6,171.63,11,0,0.105,,,0
806165208,5,4,112.25,9,0,0.073,,,0
806165208,6,3,135.15,11,0,0.093,,,0
806165208,7,3,143.11,11,0,0.089,,,0
806165208,8,5,90.55,7,0,0.083,,,0
806165208,9,4,181.36,8,0,0.075,,,0
806165208,10,8,213.36,5,0,0.097,,,0
806165208,11,2,169.25,7,0,0.08,,,0
806165208,12,5,238.46,8,2,0.077,,,0
708508758,1,1,38.63,19,0,0.0,10.0,0.32,1
708508758,2,0,31.49,11,0,0.0,10.0,0.32,1
708508758,3,1,56.73,13,0,0.0,10.0,0.32,1
708508758,4,2,68.22,9,0,0.0,10.0,0.32,1
708508758,5,2,74.52,11,0,0.0,10.0,0.32,1
708508758,6,0,58.86,12,0,0.0,10.0,0.32,1
708508758,7,2,52.19,10,0,0.0,10.0,0.32,1
708508758,8,0,53.26,18,1,0.0,10.0,0.32,1
708508758,9,1,40.12,16,2,0.0,10.0,0.32,1
708508758,10,1,57.53,11,0,0.0,10.0,0.32,1
708508758,11,0,47.45,13,2,0.0,10.0,0.32,1
708508758,12,0,27.03,13,0,0.0,10.0,0.32,1
784725333,1,1,87.51,11,1,0.134,,,0
784725333,2,0,61.61,12,0,0.163,,,0
784725333,3,0,46.27,16,0,0.167,,,0
784725333,4,0,65.88,18,0,0.162,,,0
784725333,5,1,76.79,14,0,0.144,,,0
784725333,6,4,54.58,15,0,0.173,,,0
784725333,7,0,78.52,15,0,0.153,,,0
784725333,8,3,74.37,16,0,0.178,,,0
784725333,9,3,80.27,16,0,0.149,,,0
784725333,10,2,93.8,15,0,0.15,,,0
784725333,11,1,92.01,12,0,0.122,,,0
784725333,12,4,110.54,9,0,0.169,,,0
811604133,1,2,46.56,8,0,0.694,,,0
811604133,2,0,47.66,5,1,0.533,,,0
811604133,3,1,63.61,6,1,0.724,,,0
811604133,4,0,22.5,8,0,0.498,,,0
811604133,5,0,60.66,9,0,0.638,,,0
811604133,6,1,47.72,7,0,0.592,,,0
811604133,7,0,71.06,5,1,0.51,,,0
811604133,8,0,53.35,5,0,0.815,,,0
811604133,9,1,57.19,8,4,0.542,,,0
811604133,10,1,57.16,7,0,0.593,,,0
811604133,11,2,68.78,6,1,0.643,,,0
811604133,12,2,83.04,5,0,0.666,,,0
789124683,1,1,53.71,9,0,0.0,,,0
789124683,2,1,95.21,12,0,0.0,,,0
789124683,3,1,79.58,11,0,0.0,,,0
789124683,4,3,187.53,10,0,0.0,,,0
789124683,5,3,101.71,13,0,0.0,,,0
789124683,6,2,61.52,21,2,0.0,,,0
789124683,7,1,109.14,10,1,0.0,,,0
789124683,8,5,77.5,6,0,0.0,,,0
789124683,9,2,105.87,8,0,0.0,,,0
789124683,10,2,94.66,21,0,0.0,,,0
789124683,11,3,135.12,13,1,0.0,,,0
789124683,12,2,107.16,13,0,0.0,,,0
771071958,1,1,91.26,17,0,0.185,,,0
771071958,2,1,63.94,11,0,0.185,,,0
771071958,3,2,98.02,12,0,0.176,,,0
771071958,4,3,119.05,11,0,0.23,,,0
771071958,5,2,98.96,17,1,0.199,,,0
771071958,6,2,103.55,14,0,0.273,,,0
771071958,7,6,122.14,12,1,0.232,,,0
771071958,8,4,114.25,12,1,0.198,,,0
771071958,9,0,76.56,19,3,0.216,,,0
771071958,10,2,124.79,16,0,0.222,,,0
771071958,11,1,130.24,15,0,0.183,,,0
771071958,12,4,109.62,12,0,0.197,,,0
720466383,1,1,115.07,8,0,0.095,,,0
720466383,2,2,118.16,10,0,0.079,,,0
720466383,3,1,115.75,13,0,0.086,,,0
720466383,4,0,96.01,6,0,0.098,,,0
720466383,5,0,101.1,9,2,0.096,,,0
720466383,6,2,156.75,12,1,0.091,,,0
720466383,7,0,60.63,8,0,0.113,,,0
720466383,8,1,104.92,8,0,0.109,,,0
720466383,9,0,107.99,12,0,0.086,,,0
720466383,10,2,106.64,10,0,0.072,,,0
720466383,11,1,133.83,3,0,0.095,,,0
720466383,12,2,195.94,10,1,0.108,,,0
804424383,1,2,193.0,26,0,0.092,,,0
804424383,2,1,117.1,12,0,0.104,,,0
804424383,3,2,158.19,16,0,0.103,,,0
804424383,4,3,180.01,15,0,0.088,,,0
804424383,5,6,167.52,19,0,0.092,,,0
804424383,6,5,179.16,18,0,0.078,,,0
804424383,7,1,216.9,17,0,0.087,,,0
804424383,8,3,154.32,15,0,0.115,,,0
804424383,9,3,126.1,14,0,0.103,,,0
804424383,10,7,188.36,15,0,0.101,,,0
804424383,11,1,213.65,13,2,0.092,,,0
804424383,12,6,291.17,16,2,0.11,,,0
718813833,1,1,84.69,14,0,0.0,,,0
718813833,2,0,81.13,7,0,0.0,,,0
718813833,3,2,94.51,5,0,0.0,,,0
718813833,4,2,91.05,5,0,0.0,,,0
718813833,5,0,100.61,9,2,0.0,,,0
718813833,6,0,36.65,12,0,0.0,,,0
718813833,7,1,68.59,10,0,0.0,,,0
718813833,8,1,63.75,7,0,0.0,,,0
718813833,9,1,68.66,12,0,0.0,,,0
718813833,10,2,92.41,12,0,0.0,,,0
718813833,11,2,185.16,7,0,0.0,,,0
718813833,12,5,122.73,2,0,0.0,,,0
806624208,1,3,72.93,7,0,0.234,,,0
806624208,2,2,53.52,13,0,0.338,,,0
806624208,3,0,76.01,9,2,0.263,,,0
806624208,4,2,41.95,21,0,0.251,,,0
806624208,5,1,89.84,5,0,0.317,,,0
806624208,6,2,71.34,11,1,0.281,,,0
806624208,7,3,76.02,17,0,0.253,,,0
806624208,8,1,61.08,6,0,0.338,,,0
806624208,9,3,70.91,13,1,0.281,,,0
806624208,10,2,85.23,7,1,0.348,,,0
806624208,11,1,96.21,7,1,0.204,,,0
806624208,12,1,95.89,10,2,0.324,,,0
778348233,1,2,81.67,8,0,0.701,,,0
778348233,2,2,50.23,5,2,0.682,,,0
778348233,3,5,100.47,3,0,0.573,,,0
778348233,4,4,130.54,12,0,0.748,,,0
778348233,5,3,91.75,4,0,0.584,,,0
778348233,6,2,101.74,12,1,0.642,,,0
778348233,7,2,81.71,4,0,0.688,,,0
778348233,8,2,106.34,6,2,0.748,,,0
778348233,9,4,90.02,6,0,0.694,,,0
778348233,10,1,137.3,7,0,0.658,,,0
778348233,11,1,110.78,6,0,0.664,,,0
778348233,12,2,155.62,8,0,0.637,,,0
712991808,1,2,171.65,14,0,0.736,,,0
712991808,2,3,116.4,14,0,0.622,,,0
712991808,3,2,131.36,11,0,0.824,,,0
712991808,4,4,152.51,13,0,0.737,,,0
712991808,5,1,136.03,11,3,0.757,,,0
712991808,6,3,150.93,12,0,0.662,,,0
712991808,7,1,128.92,11,0,0.577,,,0
712991808,8,2,143.36,10,0,0.73,,,0
712991808,9,2,146.34,10,0,0.749,,,0
712991808,10,4,180.9,12,0,0.711,,,0
712991808,11,5,138.35,11,0,0.635,,,0
712991808,12,4,201.68,11,4,0.535,,,0
709029408,1,2,144.45,9,0,0.266,,,0
709029408,2,1,136.99,9,0,0.273,,,0
709029408,3,0,95.62,9,0,0.307,,,0
709029408,4,3,110.16,10,0,0.319,,,0
709029408,5,0,145.41,10,0,0.275,,,0
709029408,6,1,98.79,11,2,0.241,,,0
709029408,7,1,133.15,10,0,0.253,,,0
709029408,8,2,142.31,10,4,0.256,,,0
709029408,9,3,243.65,12,0,0.288,,,0
709029408,10,1,148.75,16,0,0.252,,,0
709029408,11,3,189.45,7,0,0.213,,,0
709029408,12,3,165.36,15,0,0.274,,,0
788658483,1,0,110.0,4,0,0.521,,,0
788658483,2,7,81.16,11,1,0.419,,,0
788658483,3,5,125.82,3,0,0.614,,,0
788658483,4,5,99.34,2,0,0.514,,,0
788658483,5,2,106.71,7,0,0.47,,,0
788658483,6,2,85.57,6,0,0.572,,,0
788658483,7,2,85.66,11,2,0.544,,,0
788658483,8,0,89.15,3,0,0.573,,,0
788658483,9,4,109.92,7,1,0.614,,,0
788658483,10,2,106.54,8,3,0.61,,,0
788658483,11,4,125.95,0,2,0.518,,,0
788658483,12,7,299.96,5,0,0.491,,,0
787937058,1,2,95.15,13,0,0.15,,,0
787937058,2,0,91.79,13,0,0.137,,,0
787937058,3,0,90.15,11,0,0.124,,,0
787937058,4,4,113.13,10,0,0.122,,,0
787937058,5,2,92.79,11,0,0.143,,,0
787937058,6,3,141.93,9,0,0.145,,,0
787937058,7,1,123.76,14,0,0.144,,,0
787937058,8,2,114.19,12,0,0.133,,,0
787937058,9,1,117.37,13,0,0.137,,,0
787937058,10,0,116.14,13,0,0.09,,,0
787937058,11,3,104.33,17,0,0.125,,,0
787937058,12,0,125.04,9,0,0.175,,,0
715318008,1,2,71.66,4,0,0.605,,,0
715318008,2,2,111.05,4,0,0.678,,,0
715318008,3,3,94.01,6,0,0.587,,,0
715318008,4,5,98.0,11,0,0.554,,,0
715318008,5,8,98.29,7,0,0.559,,,0
715318008,6,5,85.44,8,2,0.513,,,0
715318008,7,8,83.64,12,0,0.601,,,0
715318008,8,1,77.25,10,0,0.495,,,0
715318008,9,3,66.99,12,0,0.6,,,0
715318008,10,1,117.96,11,0,0.489,,,0
715318008,11,2,110.54,6,0,0.508,,,0
715318008,12,5,273.24,10,0,0.574,,,0
713962233,1,1,80.38,11,2,0.757,,,0
713962233,2,1,47.97,8,2,0.67,,,0
713962233,3,0,129.07,14,0,0.716,,,0
713962233,4,0,130.13,10,0,0.63,,,0
713962233,5,5,119.65,13,0,0.918,,,0
713962233,6,1,154.74,13,0,0.717,,,0
713962233,7,1,88.21,13,0,0.827,,,0
713962233,8,4,114.73,9,0,0.869,,,0
713962233,9,2,94.11,10,1,0.774,,,0
713962233,10,6,78.43,12,0,0.771,,,0
713962233,11,5,143.42,5,0,0.923,,,0
713962233,12,5,133.84,9,0,0.848,,,0
785432733,1,1,47.31,6,0,0.0,,,0
785432733,2,2,63.8,6,0,0.0,,,0
785432733,3,2,83.61,5,1,0.0,,,0
785432733,4,2,72.74,10,0,0.0,,,0
785432733,5,3,43.32,6,0,0.0,,,0
785432733,6,4,83.41,8,0,0.0,,,0
785432733,7,2,75.51,12,1,0.0,,,0
785432733,8,0,65.73,9,0,0.0,,,0
785432733,9,1,69.6,5,0,0.0,,,0
785432733,10,3,81.73,5,0,0.0,,,0
785432733,11,3,108.63,11,1,0.0,,,0
785432733,12,6,73.34,7,1,0.0,,,0
715190283,1,1,91.79,19,0,0.221,,,0
715190283,2,1,101.82,5,0,0.292,,,0
715190283,3,5,95.86,10,0,0.22,,,0
715190283,4,5,67.06,21,0,0.252,,,0
715190283,5,2,66.43,9,1,0.231,,,0
715190283,6,3,100.52,11,1,0.244,,,0
715190283,7,0,123.28,12,0,0.225,,,0
715190283,8,0,105.38,18,0,0.237,,,0
715190283,9,3,95.49,20,0,0.22,,,0
715190283,10,3,135.36,19,0,0.231,,,0
715190283,11,4,101.45,14,0,0.258,,,0
715190283,12,2,119.92,17,0,0.231,,,0
708300483,1,1,32.59,9,0,0.08,11.0,0.493,1
708300483,2,0,59.52,10,0,0.067,11.0,0.493,1
708300483,3,4,102.67,6,0,0.071,11.0,0.493,1
708300483,4,4,49.64,8,0,0.072,11.0,0.493,1
708300483,5,1,57.12,7,0,0.07,11.0,0.493,1
708300483,6,2,82.3,9,0,0.094,11.0,0.493,1
708300483,7,4,34.06,6,1,0.086,11.0,0.493,1
708300483,8,2,73.53,5,0,0.064,11.0,0.493,1
708300483,9,2,55.59,5,2,0.083,11.0,0.493,1
708300483,10,0,56.26,11,0,0.079,11.0,0.493,1
708300483,11,1,58.54,8,1,0.066,11.0,0.493,1
708300483,12,0,51.4,6,3,0.069,11.0,0.493,1
827111283,1,1,47.9,8,4,0.02,,,0
827111283,2,3,72.37,6,2,0.015,,,0
827111283,3,5,63.24,7,0,0.024,,,0
827111283,4,2,65.62,7,0,0.018,,,0
827111283,5,2,84.24,7,0,0.018,,,0
827111283,6,6,63.53,11,0,0.018,,,0
827111283,7,3,62.76,12,0,0.02,,,0
827111283,8,3,107.77,4,4,0.02,,,0
827111283,9,1,88.4,6,0,0.016,,,0
827111283,10,1,98.34,13,1,0.018,,,0
827111283,11,1,115.36,7,0,0.017,,,0
827111283,12,3,116.58,8,1,0.017,,,0
758551608,1,1,58.08,10,0,0.255,,,0
758551608,2,1,72.34,12,2,0.324,,,0
758551608,3,0,51.31,12,0,0.299,,,0
758551608,4,2,57.99,17,0,0.277,,,0
758551608,5,3,69.38,10,0,0.344,,,0
758551608,6,1,68.31,11,0,0.316,,,0
758551608,7,0,95.76,12,0,0.399,,,0
758551608,8,3,175.74,12,0,0.334,,,0
758551608,9,2,95.34,9,0,0.273,,,0
758551608,10,2,96.06,9,1,0.414,,,0
758551608,11,2,116.45,9,0,0.396,,,0
758551608,12,2,102.98,7,3,0.301,,,0
773146383,1,1,139.31,5,0,0.16,,,0
773146383,2,3,56.21,7,0,0.144,,,0
773146383,3,2,95.54,7,0,0.137,,,0
773146383,4,1,102.33,6,0,0.162,,,0
773146383,5,4,263.35,5,0,0.156,,,0
773146383,6,1,127.16,12,0,0.126,,,0
773146383,7,2,133.38,9,0,0.13,,,0
773146383,8,2,107.2,7,1,0.14,,,0
773146383,9,2,101.34,3,2,0.158,,,0
773146383,10,1,162.41,9,0,0.146,,,0
773146383,11,2,146.58,8,0,0.156,,,0
773146383,12,4,179.97,7,0,0.153,,,0
778493808,1,2,139.84,16,0,0.0,,,0
778493808,2,3,129.27,8,0,0.0,,,0
778493808,3,0,176.11,17,0,0.0,,,0
778493808,4,1,159.26,16,1,0.0,,,0
778493808,5,0,117.51,17,0,0.0,,,0
778493808,6,4,124.58,12,1,0.0,,,0
778493808,7,2,78.78,16,0,0.0,,,0
778493808,8,2,150.22,17,0,0.0,,,0
778493808,9,2,142.47,12,2,0.0,,,0
778493808,10,0,158.5,14,0,0.0,,,0
778493808,11,7,137.96,14,0,0.0,,,0
778493808,12,5,191.13,9,0,0.0,,,0
720572508,1,2,67.94,8,0,0.215,,,0
720572508,2,2,78.99,9,0,0.184,,,0
720572508,3,0,68.59,10,2,0.252,,,0
720572508,4,1,63.4,16,0,0.183,,,0
720572508,5,4,111.36,8,0,0.215,,,0
720572508,6,3,43.75,5,0,0.202,,,0
720572508,7,0,65.17,9,0,0.235,,,0
720572508,8,2,35.93,8,1,0.201,,,0
720572508,9,4,92.35,9,1,0.246,,,0
720572508,10,0,85.47,8,0,0.174,,,0
720572508,11,5,167.26,11,3,0.203,,,0
720572508,12,1,109.91,18,1,0.202,,,0
712661433,1,2,104.44,6,0,0.0,,,0
712661433,2,3,109.03,4,0,0.0,,,0
712661433,3,2,101.04,5,0,0.0,,,0
712661433,4,1,80.94,8,2,0.0,,,0
712661433,5,3,138.8,4,0,0.0,,,0
712661433,6,2,119.38,3,3,0.0,,,0
712661433,7,6,87.09,4,0,0.0,,,0
712661433,8,0,106.18,6,1,0.0,,,0
712661433,9,2,126.64,11,4,0.0,,,0
712661433,10,4,148.58,9,0,0.0,,,0
712661433,11,1,113.63,5,0,0.0,,,0
712661433,12,2,165.7,4,2,0.0,,,0
789172683,1,0,120.85,12,1,0.79,,,0
789172683,2,3,116.86,12,1,0.601,,,0
789172683,3,1,131.25,16,2,0.704,,,0
789172683,4,5,172.82,13,0,0.565,,,0
789172683,5,2,124.75,4,2,0.791,,,0
789172683,6,5,313.62,8,0,0.705,,,0
789172683,7,0,189.12,12,1,0.754,,,0
789172683,8,4,207.01,9,0,0.649,,,0
789172683,9,3,138.89,6,1,0.635,,,0
789172683,10,0,126.11,13,0,0.508,,,0
789172683,11,7,206.93,17,0,0.658,,,0
789172683,12,5,197.46,17,1,0.638,,,0
738406533,1,0,64.08,8,0,0.776,,,0
738406533,2,1,172.63,12,0,0.953,,,0
738406533,3,2,126.65,7,0,0.947,,,0
738406533,4,0,205.92,9,0,0.949,,,0
738406533,5,6,141.63,10,0,0.97,,,0
738406533,6,5,254.77,10,0,0.723,,,0
738406533,7,2,173.41,7,0,0.848,,,0
738406533,8,1,92.96,11,2,0.849,,,0
