customer_id,complaint_date,complaint_text,sentiment_score,sentiment_label
794707083,2025-08-03,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
794707083,2025-02-26,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
710658483,2025-07-30,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
710658483,2025-06-18,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
713608383,2025-03-07,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
713608383,2025-07-31,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
713608383,2025-02-17,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
711159108,2025-02-16,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
711159108,2025-08-22,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
711159108,2025-10-31,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
711325308,2025-06-12,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
711325308,2025-05-06,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
714773508,2025-08-05,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714773508,2025-01-01,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714773508,2025-02-15,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
772442883,2025-02-08,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
772442883,2025-05-27,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
772442883,2025-06-04,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
717042333,2025-03-23,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
816261858,2025-06-29,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
815085708,2025-08-29,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
815085708,2025-09-25,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
716977758,2025-11-04,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
716977758,2025-05-15,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
716977758,2025-12-08,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
794571108,2025-06-09,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
794571108,2025-05-12,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
794571108,2025-02-13,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
711816108,2025-04-19,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
711816108,2025-01-19,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
719986758,2025-06-12,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
719986758,2025-11-12,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
719986758,2025-02-24,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
716329383,2025-05-31,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
712509108,2025-06-05,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
712509108,2025-05-07,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
712509108,2025-12-05,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
720941433,2025-08-16,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
720941433,2025-08-14,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
720941433,2025-02-24,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
708330858,2025-07-06,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
788794758,2025-08-17,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
788794758,2025-08-10,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
788794758,2025-03-01,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
711562833,2025-02-10,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
754443033,2025-03-28,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
709278258,2025-01-04,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
714266883,2025-11-21,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
710289783,2025-02-02,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
809811858,2025-09-04,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
809811858,2025-12-02,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
809811858,2025-03-02,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
714136233,2025-06-13,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
714136233,2025-02-03,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714136233,2025-10-26,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
718877883,2025-03-16,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
718877883,2025-03-07,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
718877883,2025-11-05,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
710136258,2025-05-02,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
710136258,2025-05-01,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
710666583,2025-01-05,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
710666583,2025-11-20,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
772528158,2025-01-15,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
772528158,2025-11-28,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
712113558,2025-06-10,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
712113558,2025-02-20,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
712113558,2025-03-30,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
794719983,2025-11-28,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
794719983,2025-05-23,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
712010358,2025-07-11,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
712010358,2025-02-19,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
720930633,2025-03-27,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
720930633,2025-09-23,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
772382283,2025-07-09,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714629358,2025-03-26,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
714629358,2025-04-30,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
713336883,2025-07-23,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
717518733,2025-06-30,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
716272158,2025-04-15,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
716272158,2025-11-09,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
716272158,2025-11-30,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
778867533,2025-05-16,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
827051808,2025-08-04,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
827051808,2025-02-12,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
827051808,2025-02-22,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
708288108,2025-05-11,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
720071583,2025-07-07,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
720071583,2025-02-25,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
720071583,2025-08-25,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
708927108,2025-01-02,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
709646433,2025-12-01,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
785237958,2025-10-25,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
718437033,2025-07-19,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
718437033,2025-01-29,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
718437033,2025-09-19,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
714887808,2025-04-08,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
813499458,2025-03-01,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
813499458,2025-07-30,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
813499458,2025-02-24,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
713583408,2025-02-23,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
713583408,2025-12-12,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
718791708,2025-07-03,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
718791708,2025-04-01,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
718791708,2025-10-01,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
711736083,2025-03-06,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
711736083,2025-04-20,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
711736083,2025-07-31,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
789382758,2025-01-02,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
789382758,2025-03-11,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
788095158,2025-08-06,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714102183,2025-05-07,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
780008358,2025-08-27,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
780008358,2025-04-27,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
718731183,2025-10-29,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
718731183,2025-01-10,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
718731183,2025-11-17,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
719146008,2025-06-02,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
719146008,2025-10-17,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
712979133,2025-11-21,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
709548783,2025-11-25,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
709548783,2025-02-13,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
709548783,2025-11-17,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
716708583,2025-01-06,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
710155158,2025-10-19,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
710155158,2025-10-31,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
710155158,2025-10-28,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
717035283,2025-10-27,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
717035283,2025-09-14,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
708419733,2025-12-28,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
708419733,2025-08-14,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
708419733,2025-05-03,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
815504583,2025-05-08,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
815504583,2025-10-19,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
713021208,2025-09-02,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
708354858,2025-12-18,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
708354858,2025-11-15,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
708354858,2025-11-19,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
711871758,2025-09-09,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
717793983,2025-01-28,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
717793983,2025-01-12,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
719516208,2025-02-23,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
719516208,2025-12-03,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
719516208,2025-04-03,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
709224033,2025-12-23,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714237033,2025-09-12,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
710333883,2025-10-28,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
710333883,2025-05-26,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
779905008,2025-07-23,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
721273008,2025-09-26,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
721273008,2025-06-15,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
714620358,2025-02-22,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
714620358,2025-05-15,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714620358,2025-09-19,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
710812533,2025-05-12,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
710812533,2025-04-01,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
787518258,2025-04-26,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
718515483,2025-11-04,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
718515483,2025-05-19,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
714471183,2025-06-10,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
714471183,2025-11-24,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
714471183,2025-02-02,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
809849358,2025-01-04,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
709688883,2025-11-23,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
717592758,2025-10-22,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
717592758,2025-05-31,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
717592758,2025-03-02,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
720962208,2025-05-02,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
720962208,2025-10-11,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
720962208,2025-10-01,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
716373483,2025-04-08,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
791856033,2025-09-10,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
791856033,2025-05-18,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
791856033,2025-09-01,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
717489033,2025-05-28,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
809559933,2025-05-09,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
809559933,2025-12-11,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
713104458,2025-07-30,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
714202008,2025-06-23,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
714202008,2025-03-11,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
712531008,2025-01-28,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
712531008,2025-11-24,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
712531008,2025-03-05,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
714879483,2025-12-12,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714879483,2025-02-26,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
708229308,2025-12-01,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
708229308,2025-03-24,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
708229308,2025-09-23,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
713722608,2025-02-01,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
713722608,2025-12-03,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
713722608,2025-05-28,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714492783,2025-07-10,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
811035483,2025-12-28,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
811035483,2025-02-28,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
714127383,2025-05-25,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
779610033,2025-07-25,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
779610033,2025-09-10,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
779610033,2025-03-21,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714514008,2025-11-12,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
714514008,2025-11-05,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
714514008,2025-03-25,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
712947333,2025-06-17,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
715014633,2025-05-06,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
715014633,2025-04-14,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
711232608,2025-05-11,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
709192233,2025-03-30,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
709192233,2025-01-06,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
815539233,2025-04-16,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
815539233,2025-04-05,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
815539233,2025-11-13,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
802834158,2025-01-06,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
802834158,2025-08-29,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
712378983,2025-02-24,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
712378983,2025-10-23,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
709560258,2025-08-19,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
719099583,2025-08-30,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
719099583,2025-02-03,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
712925808,2025-04-29,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
712925808,2025-11-03,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
712925808,2025-02-21,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
772574283,2025-07-08,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
772574283,2025-01-04,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
821724483,2025-04-08,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
821724483,2025-03-28,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
711323283,2025-06-06,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
711323283,2025-04-20,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
717502083,2025-06-26,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
717502083,2025-04-16,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
719694408,2025-10-24,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
719694408,2025-06-11,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
719118708,2025-07-01,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
719118708,2025-03-11,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
719118708,2025-07-21,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
718626033,2025-02-17,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
711204483,2025-12-18,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
711204483,2025-08-16,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
709961958,2025-10-13,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
789942033,2025-05-25,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
789942033,2025-11-26,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
789942033,2025-02-26,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
718110858,2025-08-07,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
718110858,2025-02-04,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
709297608,2025-04-02,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
709297608,2025-04-13,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
718113633,2025-04-15,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
715499058,2025-12-31,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
715499058,2025-04-08,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
793712658,2025-12-19,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
793712658,2025-10-17,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
793712658,2025-03-01,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
807593058,2025-02-22,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
721417233,2025-12-04,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
771963708,2025-04-27,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
755467683,2025-07-17,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
709362033,2025-03-07,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
709362033,2025-06-27,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
709222008,2025-08-23,I was promised a resolution two weeks ago. Nothing. I'm leaving.,0.3612,neutral
718404783,2025-03-22,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
718404783,2025-12-25,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
711613308,2025-07-09,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
711613308,2025-10-31,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
711613308,2025-08-22,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
713826183,2025-12-06,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
713826183,2025-03-26,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
712196508,2025-07-21,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
712196508,2025-04-11,App keeps crashing and support doesn't respond. Extremely frustrated.,0.6901,neutral
712196508,2025-07-04,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
718220358,2025-06-29,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
718220358,2025-10-01,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
822132858,2025-04-21,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
822132858,2025-09-01,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
822132858,2025-11-19,Hidden fees again. Done with this bank. Transferring everything out.,0.0,neutral
788941983,2025-08-30,Worst customer service I've ever experienced. Closing my account.,-0.6249,negative
788941983,2025-09-23,This is absolutely unacceptable. I've been charged twice and no one helps.,-0.5709,negative
